Word,POS Tag,Frequency
okk,PROPN,1
umurnya,NOUN,1
rmh,NUM,3
diare,NOUN,2
susunya,NOUN,1
ganti,NOUN,5
susu,NOUN,1
lln,NUM,1
babnya,PROPN,1
aga,PROPN,1
kemerahan,NOUN,2
berlendir,NOUN,1
ap,NOUN,2
sja,NUM,2
memuaskansehat,VERB,1
memberkati,VERB,1
monyet,NOUN,1
gbisa,NOUN,2
belom,NOUN,7
sampaikan,VERB,3
selesai,VERB,11
menyampaikan,VERB,1
menyampai,NOUN,1
tulang,NOUN,6
terasa,VERB,12
kaku,NOUN,4
bengkak,VERB,2
tkt,VERB,1
menyembuh,NOUN,1
komunikatif,ADJ,5
menarik,VERB,2
membaca,VERB,1
artikelnya,NOUN,4
artikel,NOUN,5
gizi,NOUN,2
terpenuhi,VERB,2
dalamnya,NOUN,2
bisakah,VERB,1
tambahkan,NOUN,2
perbandingan,NOUN,1
asuransi,NOUN,7
terburuk,ADJ,3
2yg,NOUN,1
baiksmuanya,NUM,1
ramahsangat,PROPN,2
adaan,NOUN,1
darurat,ADJ,15
masak,NOUN,3
iya,NOUN,5
nggak,NOUN,15
bantuan,NOUN,5
sendirian,NOUN,2
bantuin,ADJ,1
bedah,NOUN,2
saraf,NOUN,3
alodok,NOUN,11
neurologi,NOUN,1
trimksih,PROPN,1
goodddd,PROPN,1
disaat,NOUN,7
ditempat,NOUN,1
menenangkan,VERB,4
lipat,NOUN,1
yaaa,NOUN,4
mah,NOUN,6
penasaran,NOUN,1
payah,NOUN,6
bayarannya,NOUN,2
puasdan,ADJ,1
dokterny,PROPN,2
tks,NUM,6
berfungsi,VERB,2
i,PROPN,9
love,NOUN,3
pokoknyaaaaaa,NUM,1
ratna,PROPN,1
lega,PROPN,2
mendengar,VERB,2
masukkan,VERB,4
nomornya,NOUN,1
kunjung,ADV,7
dikirimkan,VERB,1
ribet,NOUN,12
sesulit,NOUN,1
sulit,ADJ,7
paling,ADV,6
gadak,NUM,1
tanggepin,VERB,1
tibatiba,NUM,1
waktunya,NOUN,5
habis,NOUN,15
siasiaaa,NUM,1
un,NOUN,2
bye,PROPN,2
anjayyy,NUM,1
wuh,PROPN,1
miskin,NOUN,2
ketemu,VERB,3
kayak,NOUN,3
anj,NOUN,4
kntollll,NOUN,1
free,NOUN,7
direkomendasikan,VERB,2
pertama,NUM,20
sia,NOUN,8
mudahan,VERB,1
dokperut,NOUN,1
kram,NOUN,1
sertai,NUM,1
lendir,NOUN,1
putih,ADJ,3
berbauhabis,NOUN,1
hati,NOUN,14
kejala,PROPN,1
kah,PROPN,2
semakin,ADV,5
lebij,VERB,1
sertifikat,NOUN,1
vaksinasi,NOUN,1
covid,NUM,1
dong,PROPN,19
vitur,PROPN,1
video,NOUN,3
fotokarena,VERB,1
kondisinya,NOUN,1
apallgi,VERB,1
hewan,NOUN,1
tanya2,NOUN,1
45ribu,NOUN,2
bank,NOUN,5
atw,PROPN,1
sopay,PROPN,1
priksa,NOUN,4
bidan,NOUN,1
80,NUM,1
sma,NOUN,4
andrologi,PROPN,2
lh,NOUN,1
pokoknya,NOUN,6
berikan,VERB,4
trbaik,NUM,1
adalah,VERB,3
cara,NOUN,12
pembayarannya,NOUN,2
operasional,ADJ,1
baikterimakasih,NUM,3
menganilisa,NOUN,1
huh,PROPN,1
mo,PROPN,1
tulus,NOUN,1
hbs,PROPN,1
gr2,NOUN,2
nih,NOUN,8
asli,ADJ,1
bkin,NOUN,1
mw,VERB,3
pikir2,NOUN,2
penjelasanx,PROPN,1
sngt,PROPN,5
travelling,NOUN,1
notif,NOUN,4
hilang,VERB,6
imanuel,PROPN,2
baikresponnya,ADJ,1
venni,NOUN,1
allah,PROPN,7
mudahkan,NOUN,1
segala,DET,5
urusan,NOUN,4
jazaakillahu,NOUN,1
khairon,NUM,1
semaunya,NOUN,1
seadanya,NOUN,3
serupa,ADJ,1
bisnis,NOUN,2
alamiterimakasih,VERB,1
macet,NOUN,1
hidup,ADJ,5
bagusbaik,PROPN,1
responya,NUM,6
bnget,PROPN,2
app,NOUN,21
diberi,VERB,4
perbedaan,NOUN,1
total,NOUN,5
pesanan,NOUN,20
ditampilkan,VERB,1
ongkirnya,NOUN,2
hitungan,NOUN,2
jika,CONJ,21
intinya,NOUN,2
ttg,ADP,6
kesehatandokter,NOUN,1
baiktrmaksih,NOUN,1
awam,ADJ,3
melegahkan,PROPN,2
sekrang,NOUN,1
terbantu,VERB,22
sekaliterimaksh,NUM,1
sangt,PROPN,3
memakan,VERB,1
clara,PROPN,1
malas,NOUN,2
klinik,NOUN,7
membaik,VERB,4
tingkatkan,VERB,3
sehingga,CONJ,7
respont,NUM,2
tulis,VERB,1
abal2,NOUN,1
9500,NUM,2
waspada,NOUN,1
teman2,NOUN,1
lumayan,ADV,17
seakurat,VERB,1
diharapkan,VERB,1
fatimah,PROPN,2
fitriani,PROPN,2
spdve,PROPN,1
terimah,NOUN,2
kasij,NUM,1
balesnya,PROPN,5
padatlugasbikin,NOUN,1
dada,NOUN,2
ploooong,NOUN,1
stlh,PROPN,1
curhat,VERB,3
risma,PROPN,1
diperbaiki,VERB,18
satunya,DET,1
ketepatan,NOUN,1
sebenarnya,ADV,5
gastroenterologi,NOUN,1
kukira,PROPN,3
byar,PROPN,1
sungguh,ADV,6
efisien,ADJ,2
ibuk,VERB,4
pekerja,NOUN,1
sekalipenjelasannya,NOUN,1
jelasdan,ADJ,1
dipahamitrimakasihmengobati,VERB,1
kecemasan,NOUN,1
recommended,ADJ,4
nunggunya,NUM,2
eh,NOUN,13
giliran,NOUN,6
sebentar,NOUN,2
berbayarbiaya,VERB,1
liat,NOUN,6
komentar,NOUN,2
doc,NOUN,3
pemakai,NOUN,1
berat,ADJ,3
sabu2,NUM,1
ber,VERB,3
tahun2,NOUN,1
makai,VERB,1
berhenti,VERB,2
kadang,ADV,8
mimpi,NOUN,1
memakai,VERB,1
sabu,PROPN,1
bangun,NOUN,2
badan,NOUN,6
semu,NOUN,3
terjadi,VERB,4
berbahaya,VERB,4
sangkat,NUM,1
skli,NUM,3
sip,PROPN,5
amat,ADV,10
urus,NOUN,1
return,NOUN,1
pengembalian,NOUN,10
dicancel,VERB,1
offcuti,NOUN,1
akunnya,NOUN,1
nonaktifkan,PROPN,1
cuti,NOUN,5
dananya,NOUN,3
kembalinya,NOUN,1
tuh,NOUN,4
bersin2,VERB,1
air,NOUN,3
bening,VERB,2
hidung,NOUN,2
tenggorokan,NOUN,2
perih,NOUN,1
batuk,NOUN,2
kenap,PROPN,1
mesti,X,3
pelayananya,PROPN,1
lekah,NUM,1
soal,NOUN,8
santun,ADJ,3
penipu,NOUN,3
sepihak,NOUN,1
data,NOUN,7
direfund,NOUN,1
entah,NOUN,1
kemana,NOUN,4
validasinya,NUM,1
anamnesa,NOUN,1
pengirimannya,NOUN,6
ai,NOUN,1
infeksi,NOUN,1
ketombe,NOUN,1
nyesel,NOUN,7
pindah,VERB,3
halodoc,PROPN,7
respom,PROPN,2
keterangannya,PROPN,3
termasuk,VERB,4
seksologi,NOUN,2
adakan,VERB,3
fitur,NOUN,15
kunsultasi,NOUN,2
metode,NOUN,4
menonton,VERB,1
iklan,NOUN,3
mudah2an,NOUN,1
dijelaskan,VERB,2
kecewaaaaaaaaa,NOUN,1
pasiennya,NOUN,2
tepat,ADJ,9
pliss,PROPN,1
aplikasinyamau,NOUN,1
loading,NOUN,5
lamaa,NOUN,2
gagalloading,PROPN,1
komunikasi,NOUN,5
berjalan,VERB,3
kecuali,ADV,2
kahknpa,NOUN,1
sekedar,ADV,2
bulanan,NOUN,3
angela,NOUN,2
sandi,NOUN,4
alo,VERB,10
lemotnya,PROPN,1
ngajakin,NOUN,1
ribut,NOUN,1
sumpah,NOUN,6
emosi,NOUN,2
aman2,NOUN,1
belakangan,NOUN,1
kebuka,VERB,3
elisa,PROPN,2
semangattrimakasih,NUM,1
saran2,PROPN,1
empatinya,PROPN,1
duh,PROPN,1
dibalesnya,PROPN,2
140,NUM,1
gajelas,NUM,3
12500,NUM,1
thtkulit,NOUN,1
hadeh,NUM,3
tingkat,NOUN,2
in,PROPN,6
deh,NOUN,16
kualitasnya,NOUN,1
nyari,VERB,5
ngantuk,NOUN,1
mumet,PROPN,1
dibales,PROPN,6
berbayarkacauuuu,NUM,1
haaaddeeehhhh,PROPN,1
nice,PROPN,11
difahami,VERB,1
seneng,PROPN,1
disini,NOUN,9
pre,NOUN,1
analisa,NOUN,1
anteraja,NOUN,6
bner2,VERB,2
lamaaa,NOUN,2
sampainya,PROPN,2
mkn,VERB,1
makanan,NOUN,3
berminyak,NOUN,1
jenis,NOUN,3
jerawat,NOUN,3
mantep,PROPN,2
nomer,NOUN,2
engga,NOUN,5
terkirim,VERB,3
yaa,PROPN,6
mahal2,NOUN,3
nyampein,VERB,1
suruh,NOUN,13
kagak,NOUN,3
ada2,NUM,1
duhudah,PROPN,1
kebaikan,NOUN,2
bapak,NOUN,3
betapa,ADV,1
mulianya,NOUN,1
profesi,NOUN,1
dialihkan,VERB,1
gigi,NOUN,5
gila,ADJ,1
baro,PROPN,1
mencoba,VERB,7
goood,PROPN,1
stop,NOUN,2
berlangganan,VERB,12
kepotong,VERB,5
debit,NOUN,4
bls,PROPN,7
lamagak,VERB,1
sebenernya,VERB,3
adabuang,NUM,1
edukatif,NOUN,1
infirmatif,NUM,1
ulasan2,NOUN,1
bahasanya,NOUN,1
pahamisemoga,NOUN,1
jaya,NOUN,2
nicee,PROPN,1
sdg,VERB,2
libur,NOUN,5
user,VERB,2
friendly,PROPN,2
uinya,NOUN,1
terjangkau,ADJ,9
akuratdan,NOUN,1
mulu,NUM,4
dipaksa,VERB,1
baikrespon,NOUN,1
lngsng,NOUN,1
guna,ADP,10
nga,NOUN,1
mempermudah,VERB,7
membeli,VERB,5
temen,NOUN,2
temenn,NUM,1
rs,PROPN,18
selengkap,NOUN,1
balasan,NOUN,22
murah,ADJ,16
kak,NOUN,2
mampu,ADV,6
muantap,PROPN,1
cptok,NUM,1
jelas2,NOUN,1
merk,NOUN,1
ngasih,VERB,2
affordable,VERB,1
harganya,NOUN,4
apotiknya,NOUN,1
terdekat,ADJ,12
kasihnya,NOUN,1
bermitra,VERB,1
luh,PROPN,1
cendrayuni,PROPN,1
mengarahkan,VERB,1
langganan,NOUN,4
disiniangat,PROPN,1
memabntu,ADJ,1
ala,NOUN,2
mempersulit,VERB,3
masyarakat,NOUN,10
sekalinya,PROPN,3
melakukan,VERB,7
ubah,VERB,4
depan,NOUN,2
biayanya,NOUN,1
dibandingkan,VERB,1
klikdokter,NUM,1
jwbnnya,PROPN,1
thx,NOUN,2
pitur,NOUN,1
apps,PROPN,4
bahas,NOUN,1
kemana2,NOUN,1
pejelasanya,NOUN,1
persoalan,NOUN,1
makan,NOUN,5
vitamin,NOUN,2
doksebelum,PROPN,1
kaca,NOUN,2
hny,VERB,1
knp,PROPN,4
berbayang,NUM,1
mengenal,VERB,2
arahannya,NOUN,2
mantapss,PROPN,2
dewi,PROPN,1
amirulita,NOUN,1
pemberian,NOUN,1
bru,NUM,2
jga,VERB,2
kn,PROPN,1
memastikan,VERB,1
kta,NUM,1
membuat,VERB,9
legah,VERB,1
mnjawab,NOUN,2
smua,NOUN,3
prtanyaan,NOUN,1
smoga,NOUN,4
cpet,PROPN,2
smbuh,PROPN,2
p,NOUN,1
sni,PROPN,1
23tahunan,NUM,1
datang2,VERB,1
hubungin,PROPN,1
call,PROPN,2
center,PROPN,1
plis,NOUN,3
perbaikin,NOUN,1
konfirmasi2,NUM,1
jls,NOUN,5
sue,PROPN,1
dibayar,VERB,7
hutang,NOUN,1
kalian,NOUN,8
meninggal,VERB,1
hak,NOUN,1
dilayani,VERB,3
sekli,NUM,1
beliau,PRON,1
digunakan,VERB,10
surat,NOUN,1
gatau,NOUN,5
caranya,NOUN,3
kakaknya,PROPN,1
bakar,VERB,2
lemak,NOUN,1
menghindari,VERB,1
berlemak,NOUN,1
baikmakasih,NOUN,1
emang,NOUN,7
menyebalkan,NOUN,3
bjsa,VERB,1
memilih,VERB,4
berhasilamin,NUM,1
nggk,PROPN,3
well,PROPN,1
done,NOUN,1
ikhlas,NOUN,2
sundala,NUM,1
cekout,VERB,1
kesalahan,NOUN,5
polll,NUM,1
berkurang,VERB,4
rekening,NOUN,7
bermanfadd,PROPN,1
semuwa,VERB,1
doksudah,PROPN,1
gokil,PROPN,1
memerikan,VERB,1
penanganan,NOUN,4
weyyy,PROPN,1
dimana,CONJ,4
tanggung,NOUN,3
janjian,NOUN,1
daerah,NOUN,4
tindakan,NOUN,4
persiapan,NOUN,1
penjelas,PROPN,1
seht,NOUN,1
doktermau,PROPN,1
kosultasianak,NOUN,1
sata,PROPN,1
19,NUM,3
tahundia,NUM,1
main,NOUN,3
bersma,NUM,1
teman,NOUN,2
temannyakadang,PROPN,1
ambil,VERB,5
berhrga,NOUN,1
dirumh,PROPN,1
dijualsering,PROPN,1
kesadaran,NOUN,1
yaitu,ADV,2
dlam,VERB,1
sadar,ADJ,3
tinju,NOUN,1
tembokpernh,PROPN,1
meja,NOUN,1
bijidi,NUM,1
nasehati,NUM,1
dengar,VERB,3
sepatah,VERB,1
pundia,NOUN,1
kampus,NOUN,1
apasi,PROPN,1
anehhh,NUM,1
membutu,VERB,1
bsa,PROPN,4
alami,VERB,5
wkt,NOUN,1
order,NOUN,6
smpe,NUM,6
skrg,NOUN,6
jawabanya,PROPN,1
6,NUM,4
uda,NOUN,7
membatu,VERB,12
gercep,NUM,5
perasaan,PROPN,4
bagus2,PROPN,1
penyelesaiannya,NOUN,1
dighosting,VERB,1
tengah2,PROPN,1
siapaphn,NUM,1
ghosting,NOUN,1
alhamdulilah,PROPN,3
perbaikan,NOUN,2
kolsul,VERB,1
penyampaian,PROPN,1
kereeenn,PROPN,1
kaki,NOUN,7
kemo,NUM,1
kalinya,NOUN,1
tanyakan,NOUN,1
recomend,NUM,1
bayi,PROPN,1
5hr,NUM,1
kepala,NOUN,7
tumbuh,VERB,4
bintik2,NOUN,1
mengandung,VERB,1
cairan,NOUN,2
repot2,NUM,1
gampang,VERB,6
disuru,VERB,4
habistu,NOUN,1
milih,VERB,3
pahamterimakasih,NOUN,1
menggunakan,VERB,10
sat,NOUN,3
set,NOUN,2
para,DET,4
skp,PROPN,1
kerontokan,NOUN,1
rambut,NOUN,1
thanks,NOUN,7
menyukainya,VERB,1
walau,CONJ,3
setidaknya,ADV,1
terselesaikan,VERB,1
konsultasianalisq,NOUN,1
details,NOUN,1
gerd,NOUN,2
kiri,NOUN,7
kanan,ADJ,5
nitrokap,NOUN,1
aspilet,NUM,1
sebetulnya,NOUN,1
jantung,NOUN,1
negri,NOUN,1
diagnostik,NOUN,1
pemakaiannya,NOUN,1
minggu2,VERB,1
mksi,NUM,1
invoicenya,NOUN,1
lengkapi,NOUN,1
dri,NOUN,5
klaim,NOUN,2
kantor,NOUN,1
thankyou,NUM,2
jaman,NOUN,3
pesta,NOUN,1
korona,PROPN,1
ngrekes,ADJ,1
artikelartikel,NOUN,1
menambah,VERB,3
pengetahuan,NOUN,1
siapa,NOUN,1
organ2,NOUN,1
vitalnya,NUM,1
bismilah,PROPN,1
keyboard,NOUN,1
ngetik,NUM,4
gmn,PROPN,2
mendownload,VERB,2
menanyakan,VERB,2
perihal,NOUN,1
konsumsi,VERB,4
backup,NOUN,1
penipuanmau,PROPN,1
tetapi,CONJ,12
responramah,NOUN,1
mencari,VERB,5
alat,NOUN,1
medis,ADJ,12
melindingi,NUM,1
paska,NOUN,1
sebagian,DET,2
tempurung,NOUN,1
kepalanya,NOUN,2
dipasangmohon,VERB,1
alamat,NOUN,5
bandung,PROPN,2
sekalian,PROPN,4
berkenaan,VERB,1
protektor,NOUN,1
dimaksud,VERB,1
respond,NOUN,3
gausah,NOUN,1
duid,NOUN,1
boro,VERB,2
kejelasan,NOUN,3
fress,PROPN,1
wajib,NOUN,1
5bintang,NUM,1
dn,VERB,11
mantul,PROPN,1
lelah,ADJ,2
aktif,ADJ,2
wkwkwk,NOUN,1
50,NUM,1
konsulnya,NUM,4
emg,PROPN,5
bener,VERB,11
smg,NUM,3
resepkan,NOUN,2
informasinya,NOUN,6
itupun,NOUN,5
dredlin,PROPN,1
gisela,PROPN,1
darmadji,PROPN,1
baek,PROPN,1
masya,PROPN,2
himbauan,NOUN,1
ajak,NOUN,2
kieain,PROPN,1
u,VERB,4
layar,NOUN,2
tarik,NOUN,1
mskipun,NOUN,1
agak,ADV,13
ngelani,NOUN,1
pelanggan,NOUN,1
terhormat,ADJ,1
telah,ADV,5
menghubungi,VERB,2
kendala,NOUN,3
bapakibu,NUM,1
diterima,VERB,4
informasikan,NUM,1
bahwa,CONJ,2
pick,NOUN,2
upanteraja,PROPN,1
mitra,PROPN,1
kurir,NOUN,10
reguler,ADJ,2
delivery,NOUN,1
tujuan,NOUN,1
diserahterimakan,VERB,1
dsini,NOUN,1
sampek,NOUN,4
bejat,NOUN,1
melayani,VERB,7
diresepinklaim,ADJ,1
karyawan,NOUN,1
segampang,NOUN,1
lho,NOUN,3
jambi,PROPN,1
dokterx,NOUN,3
penjelasam,NOUN,1
mantapdokternya,PROPN,1
ramahmks,NOUN,1
byk,NUM,4
septiana,NOUN,1
wahyu,PROPN,1
s,PROPN,3
rubah,VERB,1
semelu,NOUN,1
grtis,PROPN,2
fasilitas,NOUN,4
mudh,NOUN,1
gaak,VERB,1
apknya,VERB,5
sangan,VERB,2
bnyk,NOUN,2
nanya2,NOUN,2
ramahbaik,VERB,1
ewalet,NOUN,2
diri,NOUN,5
terpercaya,ADJ,3
nan,NOUN,1
50k,NOUN,1
panen,NOUN,1
hiya,PROPN,1
yasyg,NOUN,1
penjelasaanya,PROPN,1
berkonsultasiny,NUM,1
lemah,ADJ,1
tak,X,6
temu,NOUN,3
keduanya,PROPN,1
dibatalin,VERB,1
macam,NOUN,4
nyetel,VERB,1
mmg,NOUN,3
booking2,NOUN,1
ginian,NUM,1
gertis,NOUN,1
doksangat,PROPN,1
terimkasih,NOUN,1
allo,NUM,2
mengetahui,VERB,2
mengatasi,VERB,2
gejala,NOUN,8
ayo,NOUN,1
jelasss,VERB,1
bahu,NOUN,1
sudah5buln,PROPN,1
nah,NOUN,1
ngedonglod,NOUN,1
sukabbet,PROPN,1
fitur2ini,NOUN,1
sangat2,NOUN,5
nama,NOUN,4
tagaroi,NOUN,1
stngah,NUM,1
smpai,NOUN,1
trttup,NOUN,1
balikin,VERB,5
woi,NUM,2
semuasaya,NUM,1
sangatt,PROPN,2
membantuuu,NUM,1
bahasa,NOUN,1
kerahasian,VERB,1
lindungi,NOUN,1
ungkap,NOUN,1
rahasia,NOUN,2
setalah,NOUN,1
konsuktasi,NUM,2
mendowload,NUM,1
lelet,NUM,1
jlsin,NOUN,1
tifak,PROPN,1
masukdi,VERB,1
negara,NOUN,2
selain,ADP,3
pdh,PROPN,1
100,NUM,3
posisinya,NOUN,1
enggak,VERB,2
loh,NOUN,4
segitu,NOUN,2
muak,VERB,1
nungguinnya,VERB,1
kembaliin,NOUN,1
uangnya,NOUN,6
knapa,PROPN,1
diresepkan,VERB,6
menerang,PROPN,1
dijalankan,VERB,1
positif,ADJ,1
vibes,NUM,1
rerpon,NOUN,1
bersyukur,VERB,2
very,NOUN,2
helpful,NUM,1
baikmeningkat,ADJ,1
semangaatt,VERB,1
dipakai,VERB,2
sekalipun,ADV,1
astrid,PROPN,1
konyol,NOUN,2
ketutup,NOUN,4
jwbnya,NOUN,1
dikira,VERB,2
seenaknya,NOUN,2
gara2,NUM,1
dibalikin,NOUN,1
gjls,NUM,1
doctor,NOUN,4
kesehatannya,NOUN,1
bantu,NOUN,4
ditanyai,VERB,1
overall,NOUN,1
minus,PROPN,3
bahagia,NOUN,2
ruang,PROPN,7
chatt,NUM,8
error,NOUN,8
bolak,VERB,1
balik,NOUN,7
berprilaku,NOUN,1
pasienn,NUM,1
bug,NOUN,13
logindaftar,VERB,1
lanjut,ADJ,6
keseluruhan,NOUN,3
karakter,NOUN,2
jgn,NOUN,11
dibatasi,VERB,3
menceritakan,VERB,1
𝒔𝒂𝒏𝒈𝒂𝒕 𝒑𝒖𝒂𝒔,PROPN,1
baiikk,NOUN,1
mudang,NOUN,1
mantaps,NUM,1
detil,NOUN,1
g,PROPN,8
layanin,NOUN,1
cok,PROPN,1
kek,PROPN,5
life,NOUN,1
pertanyaannya,NOUN,2
drpd,NUM,2
log,NOUN,4
bngung,NOUN,1
masyaallah,PROPN,2
obsgyn,NUM,1
raumanen,PROPN,1
lingkan,PROPN,1
roeroe,PROPN,1
pendidikan,NOUN,1
sub,NOUN,1
kabur,VERB,1
spp,NOUN,1
brawijaya,PROPN,1
malang,NOUN,2
bosan,ADJ,1
ehm,NOUN,1
cinta,NOUN,1
my,NOUN,3
sang,DET,1
obstetricians,NUM,1
ich,PROPN,1
loeb,PROPN,1
diichh,PROPN,1
aissdddtrtiiu,PROPN,1
alleluja,PROPN,1
haleluya,PROPN,1
gbu,PROPN,2
rsmata,PROPN,1
pusat,NOUN,2
mabes,PROPN,1
tni,PROPN,1
unhan,PROPN,1
pertahanan,NOUN,1
ri,NOUN,1
dikuatkan,VERB,1
menyakinkan,VERB,1
sejak,ADP,4
kemarin,NOUN,3
aslinya,ADJ,2
cepatpenjelasannya,NOUN,1
selali,NOUN,1
respon2,VERB,2
okee,PROPN,3
lahh,NUM,1
panik,NOUN,6
baikk,PROPN,4
booking,VERB,2
bengkulu,PROPN,1
gading,PROPN,1
medika,PROPN,2
mendapat,VERB,5
bookingan,NOUN,1
tersebut,DET,3
status,NOUN,5
menyatakan,VERB,1
berhasil,VERB,8
membantudokter,ADJ,1
wahhh,NOUN,1
instruksi,NOUN,1
ayooo,NUM,1
kamu,PRON,1
pengalaman,NOUN,6
luas,ADJ,3
konsultasinya,NUM,3
gamasuk,NOUN,1
laah,NOUN,1
transaksi,PROPN,10
batalkan,PROPN,6
kebuang,NUM,2
duitnyaaa,PROPN,1
sgat,VERB,2
mengurangi,VERB,1
erdss,PROPN,1
hallo,NOUN,1
menyelesaikan,VERB,1
seluruh,DET,1
sosmed,NOUN,1
luck,NOUN,2
nambah,NOUN,1
wawasan,NOUN,4
bermasalah,VERB,5
upload,NOUN,2
gambar,NOUN,2
fotopadahal,NOUN,1
setingan,VERB,1
benar,ADJ,8
mengijinkan,VERB,1
terjadisaya,VERB,1
nisa,VERB,1
gambarpadahal,NOUN,1
permasalahan,NOUN,1
misal,NOUN,1
responsifterimakasih,NUM,1
dea,PROPN,1
bang,NOUN,1
pdhal,PROPN,3
syh,PROPN,1
bner,PROPN,2
stiap,NOUN,1
pinggang,NOUN,4
telapak,ADP,3
kaky,NOUN,1
trasa,NUM,1
panas,ADJ,5
pegal,NOUN,1
keluhanterima,NOUN,1
ketut,PROPN,1
menyuruh,VERB,1
tahunya,NOUN,1
mempunya,VERB,1
wajah,NOUN,1
iritasi,NOUN,1
sensitif,ADJ,1
pengguna,NOUN,5
sequis,NUM,1
setting,VERB,1
domisili,NOUN,1
kediri,NOUN,2
pulo,PROPN,1
gebang,PROPN,1
jakarta,PROPN,1
nyampe,NOUN,4
admin,PROPN,8
kenapanya,PROPN,1
pemilihan,NOUN,1
lokasi,NOUN,3
kesediaan,NOUN,1
heran,VERB,1
semacam,DET,1
amlodipin,NUM,1
neurodex,NOUN,1
hampir,ADV,9
pnngann,NOUN,1
pertma,NUM,1
pertolong,NOUN,1
server,NOUN,2
cuek,PROPN,1
bantuannya,NOUN,2
shop,NOUN,2
tolak,NOUN,3
tindak,NOUN,2
dokterku,NUM,1
ksehatan,NUM,1
20,NUM,4
april,NOUN,4
2024,NUM,5
dikirim2,NUM,2
ysudah,NUM,1
ajukan,NOUN,3
yahhhh,NUM,1
sumpahhh,NOUN,1
lelett,NOUN,1
batas,NOUN,3
sabarnya,NUM,1
nanyak,VERB,1
duduk,VERB,1
jonkok,NOUN,1
kluar,NOUN,3
lubang,NOUN,1
anus,NOUN,1
lukak,NOUN,1
kecil,ADJ,2
situ,NOUN,2
