Word,POS Tag,Frequency
ditahan,VERB,1
lapor,NOUN,2
mendetail,VERB,1
yatidak,NOUN,2
box,NOUN,1
penerangan,NOUN,1
inidikasih,NUM,1
belitp,PROPN,1
tahan,VERB,1
autoimun,NOUN,1
miliya,NOUN,3
adakah,VERB,1
apalg,NOUN,1
lepas,NOUN,1
sarapan,NOUN,1
mak,NOUN,1
nasi,NOUN,1
goreng,PROPN,1
sisa,NOUN,3
siang,NOUN,3
magrib,NOUN,1
mual,VERB,3
muntah,VERB,2
diatas,ADP,2
pusar,NOUN,2
agat,PROPN,1
pusing,NOUN,2
20th,PROPN,1
verifikasinya,NUM,2
daftarnya,NOUN,1
harini,NOUN,1
lainorang,VERB,1
k,NOUN,2
malahan,NOUN,1
kualitas,NOUN,1
mnrt,NUM,1
sok,NOUN,1
tsb,NOUN,2
bagusssss,NOUN,1
jaringan,NOUN,2
digitalisasi,NOUN,1
niar,PROPN,1
better,NOUN,1
tetangga,NOUN,3
rekomendasiin,PROPN,1
ngebatalin,NUM,1
kasihan,NOUN,1
syariah,ADJ,1
nanyaini,VERB,1
yaaakok,NUM,1
aplikasinua,NUM,1
buu,PROPN,1
juniarr,PROPN,1
responpesan,NOUN,1
aloproteksi,NOUN,2
akhir2,NUM,1
marketingnya,NOUN,1
ttp,PROPN,3
haduuuuh,VERB,1
spelsnya,NOUN,1
psikologi,NOUN,1
cum,PROPN,1
gotu,NOUN,1
bisabisa,NUM,1
ikuti,VERB,1
terdaftar,VERB,1
proteksi,NOUN,2
utama,ADJ,1
2019,NUM,2
pemberitahun,NUM,1
keanggotaan,NOUN,1
berpotensi,VERB,1
dibalas2,NOUN,1
dei,PROPN,1
mestinya,ADV,2
gesit,VERB,1
huhuhuhu,NOUN,1
kenyataannya,NOUN,1
tugingo,NOUN,1
hasilnya,NOUN,2
mulsi,VERB,1
sakitnya,NOUN,1
kencingpertama,NOUN,1
berbusa,VERB,2
kencing,ADJ,1
berikutnya,ADJ,1
busanya,VERB,1
bekerja,VERB,2
ginjsl,NOUN,1
sigap,NOUN,1
orangorang,NOUN,2
menjalani,VERB,1
barakallahu,NOUN,2
fiik,NUM,1
megalami,VERB,1
kalium,NOUN,1
renda,NOUN,1
gimanaya,NUM,1
gobatinnya,NOUN,1
makasi,NUM,1
mengecek,VERB,2
dl,NOUN,1
klu,NUM,5
kash,PROPN,1
bintang5,PROPN,1
fikubilinsdh,NOUN,1
dripda,NOUN,1
arah,NOUN,3
lngsung,PROPN,2
petunjuk,NOUN,1
lwt,PROPN,1
pesbuk,PROPN,1
ditambah,VERB,5
riweuh,NOUN,1
tau2,PROPN,1
mya,NUM,1
muaskan,NUM,1
plus,X,1
dengantidak,NOUN,1
diperlukannya,VERB,1
0,NUM,1
rupiah,NOUN,1
melebihi,VERB,2
15k,NOUN,1
memuat,VERB,1
contohnya,ADJ,1
membuka,VERB,1
inbox,NOUN,1
mengeceklacak,VERB,1
laman,NOUN,1
mengalami,VERB,3
lagging,NOUN,1
menitmenit,NUM,1
yatapi,NOUN,1
mnuunggu,NOUN,1
mmnbantu,NUM,1
sehari,ADJ,1
kesemutan,NOUN,1
diskon,NOUN,2
berlanganan,NOUN,1
apus,NOUN,2
massa,NOUN,1
saldo,NOUN,12
ketrik,NUM,1
non,ADJ,1
aktivin,NOUN,1
menyedot,VERB,1
mbking,NOUN,1
platform,NOUN,1
alternatif,ADJ,1
nikmat,NOUN,1
diwaktu,NOUN,1
sedap,PROPN,1
lamachat,VERB,1
konsultasitolong,VERB,1
ketiganya,NOUN,1
berkisar,VERB,1
niatan,NOUN,1
mengapa,ADV,3
menggali,VERB,1
membantuudokter,VERB,1
10ribu,NOUN,1
gratispokoknya,PROPN,1
input,NOUN,2
option,NOUN,1
buatnya,NOUN,1
perintah,NOUN,1
selanjutnya,ADV,2
ulaaaaaang,NOUN,1
ngapain,PROPN,1
kirim2,PROPN,1
kelar2,NOUN,1
1jam,NOUN,1
bagusdan,PROPN,2
oembelian,NUM,1
mlhan,NOUN,1
kau,PROPN,1
mengontrol,VERB,1
trrhubung,NOUN,1
guysss,NUM,1
45k,NOUN,2
link,NOUN,1
isoman,NUM,1
24jam,NOUN,3
telemedisin,NUM,1
laebih,PROPN,1
satset,NOUN,1
kerjanya,NOUN,1
membntu,ADJ,1
dianggap,VERB,1
dikenai,VERB,1
silahkan,PROPN,1
woy,NOUN,1
tu,NOUN,2
rekomend,VERB,1
product,NOUN,1
ditangain,PROPN,1
drriki,PROPN,1
nofiandi,PROPN,1
merespin,NUM,1
saangat,PROPN,1
depannya,NOUN,1
terbitkan,NOUN,1
kedepan,NOUN,1
minimal,ADJ,1
sebaik,VERB,2
dokter2nya,NOUN,2
cemas,VERB,1
dulukalo,NUM,1
tambahin,VERB,1
belajar,VERB,2
operator,NOUN,1
woooy,PROPN,1
bgstt,PROPN,1
penipuuuu,PROPN,1
konsultasiii,VERB,1
istri,NOUN,2
marah,VERB,2
ngidam,NOUN,1
serabinya,PROPN,1
mmbntu,VERB,1
lgs,PROPN,1
jooz,NOUN,1
babi,NOUN,1
ujungujungnya,NOUN,1
memahami,VERB,1
tetng,NOUN,1
sangatlah,ADV,2
ditengah,ADP,1
proposional,PROPN,1
banggettt,NUM,1
ngatasi,NOUN,1
gc,NOUN,1
mantapmemudahkan,PROPN,1
betul,ADJ,1
alhamdulilllah,PROPN,1
membahas,VERB,1
hamdanah,NOUN,1
kucing,NOUN,1
spkj,NUM,1
aladokter,PROPN,1
adain,NOUN,1
nyusun,NOUN,1
berasa,VERB,2
hai,X,1
chat2,PROPN,1
dsuruh,PROPN,1
kalu,NOUN,1
jalanin,NOUN,1
memecahkan,VERB,1
mendapati,VERB,1
actualterimakasih,VERB,1
balikib,NOUN,1
by,PROPN,1
ybs,PRON,1
bertele2,ADJ,1
indikasi,NOUN,1
trhdp,NOUN,1
obat2,NOUN,1
penyakitnya,NOUN,2
berurusan,VERB,1
selektif,ADJ,1
komposisi,NOUN,1
komputerkarena,NUM,1
komputer,NOUN,1
repot,NOUN,4
jngn,PROPN,1
dsni,NOUN,1
dipilihin,VERB,1
jdix,NUM,1
superrr,NOUN,1
duperrr,NOUN,1
yes,PROPN,1
ill,NOUN,1
try,PROPN,1
consult,NOUN,2
later,PROPN,1
if,PROPN,1
have,NOUN,3
any,NOUN,2
complaints,NOUN,1
bermutu,NOUN,1
menjaga,VERB,2
trimakasi,PROPN,1
sebaiknya,X,1
tuntas,NOUN,1
ditujukan,VERB,1
berduit,NOUN,1
berdoa,VERB,1
sakit2an,VERB,1
alodoktersaya,PROPN,1
diabetestangan,NOUN,1
menggengam,VERB,1
sakitpadahal,NOUN,1
mengkonsumsi,VERB,1
pencair,NOUN,1
vit,NOUN,1
b,PROPN,1
simvasvatinkok,NOUN,1
sembuhmksih,VERB,1
padhl,NOUN,2
sms,NOUN,3
jaga,VERB,1
tahuan,NOUN,1
biduransdh,NOUN,1
minim,NOUN,1
sembuhmohon,VERB,1
tips,VERB,1
smngt,VERB,1
mengirim,VERB,1
ekspedisi,NOUN,2
kelewat,VERB,1
anterja,NUM,1
1x,VERB,2
tableb,NUM,1
neosep,PROPN,1
memasukan,VERB,2
tulisannya,PROPN,2
ktanya,PROPN,1
bles,NOUN,2
abisin,NUM,1
skrng,NUM,2
bels,NOUN,1
jels,NOUN,1
kegelisahan,NOUN,1
pribadiku,NOUN,1
seenggaknya,PROPN,1
ngawang,NOUN,2
hebat,PROPN,2
aldio,PROPN,1
rais,PROPN,1
mony,PROPN,1
drsiti,PROPN,1
basic,VERB,1
pulasa,NOUN,1
min,PROPN,2
keras,ADJ,2
nyawa,NOUN,1
taruhan,NOUN,1
dajjal,NOUN,1
lngganan,VERB,1
sruh,NOUN,1
tembok,NOUN,1
bukanya,NOUN,1
memvantu,NOUN,1
mlah,PROPN,1
menyekek,NUM,1
kya,PROPN,1
rentenir,NOUN,1
membantuu,ADJ,1
nipu,NOUN,1
padhal,PROPN,1
duluan,ADP,2
manaahal,NUM,1
pulak,NUM,2
trsu,NOUN,1
dokterdokter,NOUN,1
kesempatan,NOUN,1
dokterrumah,PROPN,1
selesaikan,NOUN,1
inisih,NOUN,1
kebutuhan,NOUN,1
shopee,NUM,1
pening,VERB,1
diikuti,VERB,1
demamsaya,NUM,1
panadol,NOUN,1
500mg,PROPN,1
dibagi,VERB,1
azitromicyn,NUM,1
250,NUM,1
mgefeknya,NUM,1
menyedihkan,PROPN,1
speaialis,NOUN,1
mengganggu,VERB,1
saling,ADV,1
diderita,VERB,2
mendatangi,VERB,1
difoto,NOUN,1
dianjurkan,VERB,1
fisiotererafi,NOUN,1
tongkat,NOUN,1
jatuh,VERB,1
kuat,ADJ,1
berdiri,VERB,1
mengangkat,VERB,1
penyebab,NOUN,1
memuasakan,NUM,1
ngeload,VERB,2
lancarmasih,NOUN,1
kayanya,NOUN,1
memuaskab,NUM,1
apotikny,NOUN,1
gawat,NOUN,2
hadehhhhh,NOUN,1
rewel,PROPN,1
konsultasikan,NOUN,1
dokmau,NUM,1
konsultasipenyakit,NUM,1
deritaperut,ADV,1
penuhdan,NOUN,1
disertai,VERB,1
bodoh,ADJ,2
mental,NOUN,3
dipersulit,VERB,2
axa,PROPN,1
mendaftar,VERB,1
dibikin,VERB,1
stress,NOUN,1
lucu,ADJ,1
terdesak,VERB,1
nyasemoga,NOUN,1
introvert,NUM,1
pencegahan,NOUN,1
dimohonkan,VERB,1
risih,VERB,1
wow,NOUN,2
mantapsss,PROPN,1
cacat,NOUN,1
tracking,NOUN,1
menu,NOUN,1
igd,PROPN,1
klw,PROPN,1
tmbah,NOUN,1
wbagusbramah,PROPN,1
gooodddd,PROPN,1
7tahun,NOUN,1
dokpernah,NUM,1
mulutnya,NOUN,1
bawa,NOUN,2
panasnya,NOUN,1
kelur,VERB,1
badanya,NOUN,1
bercak,NOUN,1
ad,VERB,2
qukasi,NOUN,1
mandibbrp,PROPN,1
kmbali,VERB,1
qubwa,NOUN,2
lgpas,PROPN,1
hangat,NOUN,1
badannya,NOUN,2
tanganya,NOUN,1
sprt,PROPN,1
terkelupas,PROPN,1
puskesmas,NOUN,1
angat,NUM,1
dikasi,NOUN,3
anti,NOUN,1
biotik,NOUN,1
msih,NOUN,1
memerlukan,VERB,1
padatjelas,NUM,1
biat,NOUN,1
ngasi,PROPN,1
stuk,PROPN,1
terkendala,VERB,1
kesibukan,NOUN,1
sebagainya,NOUN,1
langusng,NOUN,1
maap,NOUN,1
komen,VERB,1
ternyat,NOUN,1
tertipu,VERB,1
bayargmn,VERB,1
tanggapannya,NOUN,2
manbantu,ADJ,1
pendebitan,NOUN,2
rutin,VERB,1
29rb,NUM,1
dialoshop,NUM,1
gosend,NUM,2
driver,NOUN,3
kesalkan,VERB,1
apupun,NOUN,1
maupun,CONJ,1
mengirimkan,VERB,1
mengisi,VERB,1
form,NOUN,1
terlampir,NOUN,1
pencairan,NOUN,1
diterterakan,NUM,1
dicari,VERB,1
dikonfirmasi,VERB,1
pertimbangan,NOUN,1
tiga,NUM,1
appsnya,NOUN,1
mikkum,PROPN,1
pelapor,NOUN,1
kala,NOUN,2
disediakanbiar,NOUN,1
mlm2,NOUN,1
hahahakurang,NOUN,1
hahaha,PROPN,1
psikiater,NOUN,1
menjawabnya,VERB,1
sangata,NOUN,1
diresponnya,NUM,1
manusia,NOUN,2
ky,PROPN,1
serius,ADJ,1
baij,PROPN,1
ragu,ADJ,1
kepa,NOUN,1
blsnya,PROPN,1
slesai,PROPN,1
taiii,PROPN,1
harussssss,NOUN,1
kartu,NOUN,1
daftarkan,VERB,2
petunjuknya,NOUN,1
terdapat,VERB,1
chattingnya,NOUN,1
gapapa,PROPN,1
room,NOUN,3
memberatkan,VERB,1
chtan,NOUN,1
scroll,VERB,3
developernya,NUM,1
update,NOUN,5
yyyyyjuuf,PROPN,1
uu,NOUN,1
dsieex,NOUN,1
tanggapi,PROPN,2
datangnya,NOUN,1
anaknya,NOUN,2
andai,NOUN,1
diburu,VERB,1
bagis,PROPN,1
shiva,NOUN,1
malem,NOUN,1
disudahi,PROPN,1
sekalibwt,NOUN,1
sydan,NOUN,1
tibasuka,VERB,1
dsbbisa,NOUN,1
apl,NOUN,2
initerimakasihsangat,PROPN,1
puasdokternya,NOUN,1
penanganannya,NOUN,2
pokoknyaa,NOUN,1
woii,NOUN,1
deket,PROPN,1
pakr,VERB,1
ojol,PROPN,1
padahalburuk,NOUN,1
aplikasisaran,NOUN,1
nyaaobat,NOUN,1
sekaliii,PROPN,1
mangkal,VERB,1
ready,NOUN,1
intalasi,PROPN,1
sebut,VERB,1
instalasi,NOUN,1
bugnya,NUM,1
merasakan,VERB,1
kakiapa,NOUN,1
neo,NOUN,1
reumacil,NOUN,1
myembuhkanya,VERB,1
diupdate,VERB,3
berkali2,NOUN,2
dikembangkan,VERB,1
berpengalaman,VERB,1
sangaaat,PROPN,1
perikasain,PROPN,1
muhammadiyah,PROPN,1
bokingnya,PROPN,1
tertulis,ADJ,2
34rb,NOUN,1
kasir,PROPN,2
50rb,PROPN,2
dpanggil,VERB,1
boking,VERB,3
130rb,NOUN,1
selisihnya,PROPN,1
kaum,NOUN,1
mendang,ADJ,1
lwat,PROPN,1
14hari,NOUN,2
reapon,PROPN,1
hipertiroid,NOUN,1
natriumkaliumdan,NOUN,1
clorida,NOUN,1
normal,ADJ,2
laboratorium,ADJ,1
anggap,VERB,1
gajadi,NOUN,1
kandung,VERB,2
kemih,NOUN,2
spt,NOUN,1
dipipiskan,PROPN,1
keruh,NOUN,1
urin,NOUN,1
albumin,VERB,1
reduksi,NOUN,1
negatif,ADJ,5
biliribin,NUM,1
urobilin,NOUN,1
begatif,PROPN,1
erytrosir,PROPN,1
leukosit,NOUN,1
epythel,NUM,1
kristal,NOUN,1
silinder,NOUN,1
lainlain,NOUN,1
artinya,NOUN,1
urinalisa,NOUN,1
dmkn,VERB,1
can,PROPN,3
imagine,NOUN,2
queing,PROPN,1
visit,PROPN,1
asd,NOUN,1
adhd,NOUN,1
son,NOUN,1
this,PROPN,1
is,PROPN,1
helping,NOUN,2
way,PROPN,2
that,PROPN,1
proper,NOUN,1
without,NOUN,1
worrying,NOUN,1
other,PROPN,1
patient,NOUN,1
feels,PROPN,1
like,PROPN,1
but,NOUN,1
lots,NOUN,1
more,NOUN,1
cheaper,NOUN,1
than,NOUN,1
going,PROPN,1
alodoc,NOUN,1
really,NOUN,1
me,PROPN,1
with,VERB,2
limitation,NUM,1
ikutan,PROPN,1
profil,NOUN,1
lahir,VERB,1
kelamin,NOUN,1
okeyy,PROPN,1
marketing,NOUN,1
obatan,NOUN,1
lambung,NOUN,1
gejalagejala,NOUN,1
sebutkan,VERB,1
diberikannya,VERB,1
ulu,PROPN,1
kembung,NOUN,1
disinisaya,NUM,1
berkunjung,VERB,1
tenaga,NOUN,1
woiiii,NOUN,1
enakan,NOUN,2
otamatis,NUM,1
haram,NOUN,1
yaaakata,PROPN,1
salesnya,NOUN,1
gprnh,NUM,1
didebit,NOUN,1
laporin,VERB,2
polisi,NOUN,1
ditangkap,VERB,1
kebohongan,NOUN,1
dipercayaini,VERB,1
pembohongngerjain,NUM,1
sajadr,PROPN,1
notabene,VERB,2
berkarakter,VERB,1
jugamenyesal,NOUN,1
mengunakan,VERB,1
initolong,NOUN,1
autodebet,NUM,1
alpikasi,NOUN,1
mambatu,NOUN,1
kuliah,NOUN,1
gni,NUM,1
konsepnya,NOUN,1
ataau,PROPN,1
sekelaa,PROPN,1
sinyal,NOUN,2
pulsa,NOUN,1
pendo,PROPN,1
dadakanbisa,NOUN,1
obaty,PROPN,1
semuany,NUM,1
cabut,VERB,1
2014,NUM,1
gusi,NOUN,2
semenjak,ADP,1
rebahan,VERB,1
meaki,PROPN,1
al,NOUN,1
lagi2,NOUN,1
busuk,NOUN,1
reponnya,NOUN,1
bales2,NOUN,1
josss,NUM,1
mulanya,PROPN,1
leluasa,ADJ,1
berkeluh,NOUN,1
kembang,NOUN,1
kesan,NOUN,1
300karakter,NOUN,1
under,NOUN,1
ketentuan,NOUN,1
both,NOUN,1
bah,PROPN,1
mantapp,PROPN,1
kgk,NOUN,2
kagk,NOUN,1
verif,NOUN,1
confirmnya,NOUN,1
berbayarnya,VERB,1
terpotong,VERB,1
bisanya,VERB,1
motong,VERB,2
healthy,PROPN,1
care,NOUN,1
melihat,VERB,1
rontgen,NOUN,1
satsetsatset,NOUN,1
sesuaipadahal,VERB,1
dehh,NOUN,1
jelkkk,NUM,1
lan,PROPN,1
solutip,NUM,1
diandalkan,VERB,1
sungkem,NOUN,1
gratisnya,PROPN,1
tap,PROPN,1
konsultaai,VERB,1
berkomunikasi,VERB,1
dngn,VERB,1
seklinya,PROPN,1
ngerespon,NOUN,1
berbyar,NUM,1
mnit,NUM,1
pembantu,NOUN,1
beraksi,VERB,1
dimatikan,VERB,1
jelasin,NOUN,1
umumdr,NOUN,1
alni,NUM,1
lbh,NOUN,1
ngejebak,NUM,1
zonk,PROPN,1
bnr,NOUN,2
pl,PROPN,1
relogin,PROPN,1
ditelusur,VERB,1
premium,VERB,1
time,NOUN,1
semangkin,PROPN,1
malammalam,NOUN,1
okelah,NOUN,3
janganlah,NOUN,1
ikut,VERB,1
asuransinya,ADJ,1
debet,PROPN,1
otomattis,PROPN,1
contac,PROPN,1
person,NOUN,1
dihubungi,VERB,1
parahhh,NUM,1
abs,PROPN,1
erorrr,NOUN,1
ngehang,NUM,1
sangatsangat,PROPN,1
prakteknya,NOUN,1
alangkah,NOUN,1
sj,PROPN,2
nti,NOUN,1
kyak,VERB,1
laen,NOUN,1
tb,NOUN,2
rekeningnya,NUM,1
meski,CONJ,1
dihapus,VERB,1
karan,PROPN,1
yak,VERB,1
kocak,NOUN,1
premiumnya,NUM,1
2019ada,NUM,1
dpkter,PROPN,1
pribadibisa,PROPN,1
pasienmudah,NUM,1
pelosok,NOUN,1
internetbanyak,NUM,1
spesialisdokternya,NOUN,1
manjurrecomended,NOUN,1
bangettks,PROPN,1
tarif,NOUN,1
berdahak,NUM,1
demikian,ADV,1
simple,ADJ,1
mantaaaap,NOUN,1
motongin,PROPN,2
berwajib,NOUN,1
apalikasi,NOUN,1
viralkan,VERB,1
kptg,PROPN,1
slma,NOUN,1
46menit,NUM,1
prckapan,NOUN,1
prckpan,VERB,1
otomts,PROPN,1
macem,PROPN,1
duittt,NUM,1
nyeselll,NOUN,1
meresponn,NUM,1
akun,NOUN,3
nmor,NOUN,1
susahnya,NOUN,1
ampun,NOUN,2
kacau,NOUN,4
siapapun,NOUN,1
berinteraksi,VERB,1
der,PUNCT,1
operasi,NOUN,2
lakang,NUM,1
sarap,PROPN,1
endoscopy,NOUN,1
teri,NOUN,1
cekatan,VERB,1
7hari,NOUN,1
mrngecewakan,NOUN,1
lambatpket,VERB,1
nyasar,VERB,2
jkartasudah,PROPN,1
sukabumi,PROPN,1
blik,VERB,1
kerennnn,PROPN,1
membanturamah,ADJ,1
fresh,VERB,1
graduate,NOUN,1
junior,ADJ,1
pernh,NOUN,1
excellent,PROPN,1
berbayarrpadahal,VERB,1
abaykan,NOUN,1
perhatiakan,PROPN,1
ngilang,NUM,1
alodoktertq,PROPN,1
spam,NOUN,1
penggunanya,NOUN,1
botmesin,PROPN,1
pingin,PROPN,1
hamilan,PROPN,1
kerjasama,VERB,1
gojek,NOUN,3
lsg,PROPN,1
kebiasaan,NOUN,1
sampai2,NOUN,1
goshop,PROPN,1
parno,NOUN,1
apasih,NOUN,1
pemberentian,NUM,1
kaget,NOUN,1
sebanyak,ADP,1
kerongsen,NOUN,1
terkadang,NOUN,1
pergi,VERB,1
halada,NOUN,1
meringankan,VERB,1
setulus,NOUN,1
bocor,ADJ,1
mengatas,PROPN,1
namakan,PROPN,1
jiwa,NOUN,1
kerasa,NOUN,1
sesar,NOUN,1
jaitan,NOUN,1
respone,NOUN,1
30menit,NUM,1
dipake,VERB,2
shittt,PROPN,1
waktujam2,NUM,1
panjang2,PROPN,1
baikmembantu,PROPN,1
harapkan,VERB,1
jadikan,VERB,1
sumber,NOUN,1
sampingan,ADJ,1
berbayarsuruh,NOUN,1
terhubung,VERB,1
hee,NOUN,2
pickup,NOUN,1
kurirnya,NOUN,1
putuskan,NOUN,1
kerjasamanya,VERB,1
drhans,PROPN,1
nathanael,PROPN,1
bnr2,PROPN,1
ibu2,NOUN,1
aq,NOUN,1
ngurangin,NOUN,1
crome,PROPN,1
capek2,PROPN,1
24menittapi,NOUN,1
konsuotasi,VERB,1
tersedot,VERB,1
rasakan,VERB,1
kepepet,NUM,1
siii,NOUN,1
semisal,NOUN,1
posisi,NOUN,1
yaini,NOUN,1
setuju,VERB,1
berlangganansetiap,NUM,1
potongtolong,NOUN,1
itikad,NOUN,1
seru,ADJ,1
diajak,VERB,1
napa,PROPN,1
lakuin,NOUN,1
manfap,NOUN,1
nasib2,NOUN,1
mencerdaskan,VERB,1
copy,NOUN,1
pastejadi,NOUN,1
memuaskanmohon,NOUN,1
booting,NOUN,1
caranyaaa,NOUN,1
versi,NOUN,1
ponsel,NOUN,1
mendukung,VERB,1
bangke,NOUN,1
memeper,NUM,1
upsssss,VERB,1
upsss,NUM,1
oligarki,NOUN,1
ditunjukan,VERB,1
toll,NOUN,1
baiksetiap,NOUN,1
kesal,NOUN,1
falit,VERB,1
bnaget,NUM,1
kluae,VERB,1
koneksi,NOUN,1
mao,PROPN,1
850045000,NOUN,1
le,PROPN,1
custumer,NOUN,1
servicenya,NUM,1
menggagalkan,VERB,1
paarahh,NUM,1
merchant,NOUN,1
anjir,PROPN,1
korupsi,NOUN,1
tanghap,NUM,1
note,NOUN,1
1500,NUM,1
esok,NOUN,2
up,NOUN,1
lgsung,NOUN,1
2021,NUM,1
ngapus,NOUN,1
rekam,NOUN,4
trdekat,PROPN,1
putus,NOUN,1
memeras,VERB,1
menutupnya,VERB,1
pencuri,NOUN,1
detaile,NOUN,1
mwmbantu,PROPN,1
terimasih,NOUN,1
tagihan,NOUN,1
tambahan,NOUN,2
reservasi,NOUN,1
murh,VERB,1
8500,NUM,4
medisnya,NOUN,1
sehabis,VERB,1
dideteksi,VERB,1
tuk,NOUN,1
lagimendingan,NOUN,1
taik,NOUN,1
dowload,VERB,1
gaes,PROPN,2
bagustapi,NOUN,1
obatbukan,NUM,1
main2,PROPN,1
kelarifikasi,PROPN,1
wkwk,PROPN,1
cak,VERB,1
byr,VERB,1
suda,NOUN,1
matre,PROPN,1
kouta,VERB,1
promo,NOUN,1
guud,PROPN,1
kayaknya,NOUN,1
asrainiibu,PROPN,1
mengikuti,VERB,1
mantu,PROPN,1
stelah,NUM,1
brobat,NOUN,2
mendadak,VERB,1
atur,VERB,1
da,PROPN,1
uduk,PROPN,1
shopepay,NUM,1
digunain,VERB,1
iyaa,PROPN,1
pertannyaan,NOUN,1
segini,PROPN,1
pakaidokternya,NOUN,1
hps,VERB,1
serasa,VERB,1
chtnya,NUM,1
keluar2,NOUN,1
semalam,NOUN,1
trf,NOUN,2
bca,PROPN,1
sayq,PROPN,1
2201,NUM,1
0525,NUM,1
sepenuhnya,ADV,1
bermamafat,ADJ,1
dam,NOUN,1
kasian,NOUN,2
mikir,ADJ,1
amal,NOUN,2
sesama,NOUN,1
sebuah,DET,1
keuntungan,NOUN,1
hitung,NOUN,1
gratiss,NUM,1
9thn,NUM,1
ludah,NOUN,1
oles,PROPN,1
oleskn,PROPN,1
huhu,PROPN,1
minusnya,NOUN,1
keadaannya,NOUN,1
gunanya,NOUN,1
percummmaaaa,PROPN,1
berasil,PROPN,1
ngk,PROPN,1
tggu,PROPN,1
2jam,PROPN,1
menggu,PROPN,1
nd,PROPN,1
blas,NOUN,1
chatku,PROPN,2
sekalijelas,NOUN,1
edukasi,NOUN,1
kpd,NOUN,1
lembayaran,NOUN,2
transaksinya,NOUN,1
karen,VERB,1
rbu,NUM,1
mdnding,NOUN,1
ajlah,PROPN,1
price,NOUN,1
mengantri,VERB,1
